"","labID","genos","missing"
"189","z0055931",315,53
"190","z0055944",320,48
"191","z0055962",286,82
"192","z0055971",320,48
"193","z0055977",287,81
"194","z0055996",324,44
"195","z0055997",322,46
"196","z0055998",321,47
"197","z0055999",325,43
"198","z0056034",125,243
"199","z0056056",249,119
"200","z0056059",284,84
"201","z0056062",326,42
"202","z0056065",1,367
"203","z0056069",36,332
"204","z0056085",324,44
"205","z0056089",51,317
"206","z0056092",327,41
"207","z0056095",322,46
"208","z0061527",20,348
"209","z0061967",329,39
"210","z0061969",1,367
"211","z0061978",4,364
"212","z0075696",310,58
"213","z0108494",9,359
"214","z0108516",1,367
"215","z0113619",17,351
"216","z0113628",2,366
"217","z0113628b",1,367
"218","z0174005",313,55
"219","z0175351",1,367
"220","z0175371",323,45
"221","z0175378b",2,366
"222","z0175950",316,52
"223","z0187885",1,367
"224","z0187885b",325,43
"225","z0195258",256,112
"226","z0195643",227,141
"227","z0195644",295,73
"228","z0195645",1,367
"229","z0195646",13,355
"230","z0195647",199,169
"231","z0195648",90,278
"232","z0195650",282,86
"233","z0195651",291,77
"234","z0195653",87,281
"235","z0195656",1,367
"236","z0195657",228,140
"237","z0195659",228,140
"238","z0195662",1,367
"239","z0195664",104,264
"240","z0195665",17,351
"241","z0195667",283,85
"242","z0195668",251,117
"243","z0195669",52,316
"244","z0195670",107,261
"245","z0195671",130,238
"246","z0195672",73,295
"247","z0195673",236,132
"248","z0195674",4,364
"249","z0195675",172,196
"250","z0195677",270,98
"251","z0195678",119,249
"252","z0195679",22,346
"253","z0195680",39,329
"254","z0195681",27,341
"255","z0195682",172,196
"256","z0195684",103,265
"257","z0195687",42,326
"258","z0195691",63,305
"259","z0195694",1,367
"260","z0195699",328,40
"261","z0195701",301,67
"262","z0195702",330,38
"263","z0195704",329,39
"264","z0195705",231,137
"265","z0195711",327,41
"266","z0195716",327,41
"267","z0195716b",330,38
"268","z0195718",314,54
"269","z0195724",205,163
"270","z0195725",314,54
"271","z0195728",284,84
"272","z0195731",310,58
"273","z0195732",237,131
"274","z0195737",326,42
"275","z0195740",288,80
"276","z0195754",1,367
"277","z0195762",21,347
"278","z0195764",1,367
"279","z0195767",1,367
"280","z0195783",45,323
"281","z0195784",114,254
"282","z0196686",327,41
"283","z0196687",329,39
"284","z0196689",326,42
"285","z0196690",313,55
"286","z0196691",309,59
"287","z0196692",319,49
"288","z0196693",320,48
"289","z0196694",321,47
"290","z0196710",329,39
"291","z0196713",305,63
"292","z0196715",248,120
"293","z0196719",329,39
"294","z0196724",247,121
"295","z0196725",326,42
"296","z0196725b",326,42
"297","z0196729",322,46
"298","z0196731",324,44
"299","z0196734",323,45
"300","z0196739",137,231
"301","z0196740",310,58
"302","z0196751",333,35
"303","z0196752",333,35
"304","z0196754",332,36
"305","z0196763",323,45
"306","z0196764",330,38
"307","z0196766",332,36
"308","z0196769",332,36
"309","z0196774",329,39
"310","z0196809",282,86
"311","z0196824",328,40
"312","z0196825",319,49
"313","z0196828",76,292
"314","z0196828b",131,237
"315","z0196829",111,257
"316","z0196834",97,271
"317","z0196835",326,42
"318","z0196841",33,335
"319","z0196843",141,227
"320","z0196849",323,45
"321","z0196852",325,43
"322","z0196852b",317,51
"323","z0196855",326,42
"324","z0196855b",325,43
"325","z0196856",324,44
"326","z0196857",327,41
"327","z0196857b",324,44
"328","z0196864",324,44
"329","z0196890",1,367
"330","z0196894",309,59
"331","z0197663",303,65
"332","z0197668",283,85
"333","z0197669",327,41
"334","z0197672",315,53
