"","labID","genos","missing"
"471","z0195735",330,38
"472","z0195736",320,48
"473","z0195737",326,42
"474","z0195738",330,38
"475","z0195739",321,47
"476","z0195740",230,138
"477","z0195741",320,48
"478","z0195742",334,34
"479","z0195743",325,43
"480","z0195748",329,39
"481","z0195749",7,361
"482","z0195751",324,44
"483","z0195754",1,367
"484","z0195755",324,44
"485","z0195756",324,44
"486","z0195757",1,367
"487","z0195759",2,366
"488","z0195762",322,46
"489","z0195763",1,367
"490","z0195764",3,365
"491","z0195766",1,367
"492","z0195767",326,42
"493","z0195769",1,367
"494","z0195770",167,201
"495","z0195771",318,50
"496","z0195772",327,41
"497","z0195773",322,46
"498","z0195775",1,367
"499","z0195776",311,57
"500","z0195777",318,50
"501","z0195778",325,43
"502","z0195779",1,367
"503","z0195780",2,366
"504","z0195781",5,363
"505","z0195782",223,145
"506","z0195783",6,362
"507","z0195784",328,40
"508","z0195786",3,365
"509","z0195787",1,367
"510","z0195791",326,42
"511","z0196686",330,38
"512","z0196687",329,39
"513","z0196689",329,39
"514","z0196690",318,50
"515","z0196691",297,71
"516","z0196692",325,43
"517","z0196693",319,49
"518","z0196694",321,47
"519","z0196707",327,41
"520","z0196708",283,85
"521","z0196709",317,51
"522","z0196710",329,39
"523","z0196711",307,61
"524","z0196713",310,58
"525","z0196714",328,40
"526","z0196715",249,119
"527","z0196718",325,43
"528","z0196719",328,40
"529","z0196721",294,74
"530","z0196722",324,44
"531","z0196723",238,130
"532","z0196724",260,108
"533","z0196725",328,40
"534","z0196726",319,49
"535","z0196727",325,43
"536","z0196728",328,40
"537","z0196729",317,51
"538","z0196730",318,50
"539","z0196731",322,46
"540","z0196732",317,51
"541","z0196733",272,96
"542","z0196734",323,45
"543","z0196736",329,39
"544","z0196737",312,56
"545","z0196738",271,97
"546","z0196739",268,100
"547","z0196740",292,76
"548","z0196741",269,99
"549","z0196742",328,40
"550","z0196743",321,47
"551","z0196744",319,49
"552","z0196746",318,50
"553","z0196747",313,55
"554","z0196748",322,46
"555","z0196749",325,43
"556","z0196750",306,62
"557","z0196751",328,40
"558","z0196752",331,37
"559","z0196753",321,47
"560","z0196754",331,37
"561","z0196755",322,46
"562","z0196756",327,41
"563","z0196757",326,42
"564","z0196758",319,49
"565","z0196759",317,51
"566","z0196760",325,43
"567","z0196761",316,52
"568","z0196762",318,50
"569","z0196763",321,47
"570","z0196764",329,39
"571","z0196765",326,42
"572","z0196766",332,36
"573","z0196767",316,52
"574","z0196768",319,49
"575","z0196769",331,37
"576","z0196770",297,71
"577","z0196772",325,43
"578","z0196773",312,56
"579","z0196774",326,42
"580","z0196775",320,48
"581","z0196777",323,45
"582","z0196778",320,48
"583","z0196781",323,45
"584","z0196783",328,40
"585","z0196792",282,86
"586","z0196793",310,58
"587","z0196794",321,47
"588","z0196795",308,60
"589","z0196800",278,90
"590","z0196804",277,91
"591","z0196805",325,43
"592","z0196806",227,141
"593","z0196809",278,90
"594","z0196810",324,44
"595","z0196811",324,44
"596","z0196812",273,95
"597","z0196822",322,46
"598","z0196823",326,42
"599","z0196824",327,41
"600","z0196825",328,40
"601","z0196826",320,48
"602","z0196828",329,39
"603","z0196829",330,38
"604","z0196830",294,74
"605","z0196831",321,47
"606","z0196832",249,119
"607","z0196833",328,40
"608","z0196834",235,133
"609","z0196835",327,41
"610","z0196838",320,48
"611","z0196839",321,47
"612","z0196840",12,356
"613","z0196841",255,113
"614","z0196842",262,106
"615","z0196843",237,131
"616","z0196844",247,121
"617","z0196845",275,93
"618","z0196846",322,46
"619","z0196847",328,40
"620","z0196848",328,40
"621","z0196849",323,45
"622","z0196850",249,119
"623","z0196851",327,41
"624","z0196852",325,43
"625","z0196854",329,39
"626","z0196855",328,40
"627","z0196856",326,42
"628","z0196857",327,41
"629","z0196858",301,67
"630","z0196859",328,40
"631","z0196860",328,40
"632","z0196861",326,42
"633","z0196862",325,43
"634","z0196863",319,49
"635","z0196864",319,49
"636","z0196865",322,46
"637","z0196886",284,84
"638","z0196887",327,41
"639","z0196888",1,367
"640","z0196889",3,365
"641","z0196890",3,365
"642","z0196891",325,43
"643","z0196892",265,103
"644","z0196894",328,40
"645","z0196895",263,105
"646","z0197658",313,55
"647","z0197659",272,96
"648","z0197660",316,52
"649","z0197662",321,47
"650","z0197663",325,43
"651","z0197664",329,39
"652","z0197665",323,45
"653","z0197667",308,60
"654","z0197668",260,108
"655","z0197669",329,39
"656","z0197671",274,94
"657","z0197672",325,43
"658","z0197673",320,48
"659","z0197679",329,39
"660","z0197682",266,102
"661","z0207777",119,249
"662","z0207778",320,48
